500
   48  140    7.7048
   48  160    7.6714
   60 -180    9.1795
   60 -160    9.1803
   60 -140    9.1911
   60 -120    9.2323
   60 -100    9.3236
   60  -80    9.4702
   60  -60    9.6542
   60  -40    9.8375
   60  -20    9.9733
   60    0    10.023
   60   20    9.9733
   60   40    9.8375
   60   60    9.6542
   60   80    9.4702
   60  100    9.3236
   60  120    9.2323
   60  140    9.1911
   60  160    9.1803
   72 -180    11.745
   72 -160    11.731
   72 -140    11.703
   72 -120    11.692
   72 -100    11.734
   72  -80    11.845
   72  -60    12.011
   72  -40    12.191
   72  -20    12.331
   72    0    12.383
   72   20    12.331
   72   40    12.191
   72   60    12.011
   72   80    11.845
   72  100    11.734
   72  120    11.692
   72  140    11.703
   72  160    11.731
   84 -180    14.358
   84 -160    14.338
   84 -140    14.288
   84 -120    14.236
   84 -100    14.215
   84  -80    14.243
   84  -60    14.317
   84  -40    14.411
   84  -20    14.489
   84    0    14.519
   84   20    14.489
   84   40    14.411
   84   60    14.317
   84   80    14.243
   84  100    14.215
   84  120    14.236
   84  140    14.288
   84  160    14.338
540
    0 -180    5.8384
    0 -160    5.8384
    0 -140    5.8384
    0 -120    5.8384
    0 -100    5.8384
    0  -80    5.8384
    0  -60    5.8384
    0  -40    5.8384
    0  -20    5.8384
    0    0    5.8384
    0   20    5.8384
    0   40    5.8384
    0   60    5.8384
    0   80    5.8384
    0  100    5.8384
    0  120    5.8384
    0  140    5.8384
    0  160    5.8384
   12 -180    5.7987
   12 -160    5.8053
   12 -140    5.8247
   12 -120    5.8554
   12 -100    5.8945
   12  -80     5.938
   12  -60    5.9805
   12  -40    6.0163
   12  -20    6.0403
   12    0    6.0487
   12   20    6.0403
   12   40    6.0163
   12   60    5.9805
   12   80     5.938
   12  100    5.8945
   12  120    5.8554
   12  140    5.8247
   12  160    5.8053
   24 -180     5.957
   24 -160    5.9678
   24 -140    6.0002
   24 -120    6.0535
   24 -100    6.1247
   24  -80    6.2077
   24  -60    6.2925
   24  -40    6.3664
   24  -20     6.417
   24    0     6.435
   24   20     6.417
   24   40    6.3664
   24   60    6.2925
   24   80    6.2077
   24  100    6.1247
   24  120    6.0535
   24  140    6.0002
   24  160    5.9678
   36 -180    6.3796
   36 -160    6.3914
   36 -140    6.4282
   36 -120    6.4928
   36 -100    6.5853
   36  -80       6.7
   36  -60     6.823
   36  -40    6.9342
   36  -20    7.0121
   36    0    7.0401
   36   20    7.0121
   36   40    6.9342
   36   60     6.823
   36   80       6.7
   36  100    6.5853
   36  120    6.4928
   36  140    6.4282
   36  160    6.3914
   48 -180     7.195
   48 -160    7.2038
   48 -140    7.2341
   48 -120    7.2949
   48 -100    7.3934
   48  -80    7.5271
   48  -60    7.6799
   48  -40    7.8238
   48  -20    7.9272
   48    0    7.9649
   48   20    7.9272
   48   40    7.8238
   48   60    7.6799
   48   80    7.5271
   48  100    7.3934
   48  120    7.2949
   48  140    7.2341
   48  160    7.2038
   60 -180     8.644
   60 -160    8.6446
   60 -140    8.6545
   60 -120    8.6919
   60 -100    8.7749
   60  -80    8.9082
   60  -60    9.0755
   60  -40    9.2422
   60  -20    9.3656
   60    0    9.4112
   60   20    9.3656
   60   40    9.2422
   60   60    9.0755
   60   80    8.9082
   60  100    8.7749
   60  120    8.6919
   60  140    8.6545
   60  160    8.6446
   72 -180    11.116
   72 -160    11.104
   72 -140    11.078
   72 -120    11.068
   72 -100    11.107
   72  -80    11.208
   72  -60     11.36
   72  -40    11.525
   72  -20    11.653
   72    0    11.701
   72   20    11.653
